Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,What grade are you in?,,How did you got to school this morning? (Check all that apply),,,,,,,Who brought you to school this morning? (Check all that apply),,,,,Do you think walking and biking to school is? (Check all that apply,,,,,,Have you ever heard of the following? (Check all that apply),,,
6820063325,173176001,04/11/2018 01:26:34 PM,04/11/2018 01:26:52 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6820061659,173176001,04/11/2018 01:25:14 PM,04/11/2018 01:26:15 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,Fun,Healthy,,Scary,,,"""Stop, look, listen""",,,
6820057650,173176001,04/11/2018 01:24:28 PM,04/11/2018 01:24:46 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,,,,"""Scan, signal, scan"""
6820056402,173176001,04/11/2018 01:23:59 PM,04/11/2018 01:24:19 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6820055337,173176001,04/11/2018 01:23:37 PM,04/11/2018 01:23:55 PM,74.62.204.86,,,,,3,,,Car,,,,,,,Neighbor,,,,Fun,,,,,,"""Stop, look, listen""",,,
6820054131,173176001,04/11/2018 01:22:44 PM,04/11/2018 01:23:27 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6820051658,173176001,04/11/2018 01:22:17 PM,04/11/2018 01:22:33 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,,,,
6820050692,173176001,04/11/2018 01:21:54 PM,04/11/2018 01:22:11 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,Good for me,,,,,,"""Left, right left again""",
6820048833,173176001,04/11/2018 01:21:10 PM,04/11/2018 01:21:30 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,,,"""Left, right left again""",
6820047541,173176001,04/11/2018 01:20:44 PM,04/11/2018 01:21:01 PM,74.62.204.86,,,,,3,,Walking,,,,,,,,,,Came alone,,Fun,,,,,,,,,"""Scan, signal, scan"""
6820038070,173176001,04/11/2018 01:17:10 PM,04/11/2018 01:17:29 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,,"""Always wear a helmet""",,
6820036979,173176001,04/11/2018 01:16:45 PM,04/11/2018 01:17:04 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,,"""Always wear a helmet""",,"""Scan, signal, scan"""
6820035116,173176001,04/11/2018 01:16:07 PM,04/11/2018 01:16:24 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6820034086,173176001,04/11/2018 01:15:40 PM,04/11/2018 01:16:01 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6820032885,173176001,04/11/2018 01:15:12 PM,04/11/2018 01:15:35 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,,Good for me,,,,"""Stop, look, listen""",,,
6820031476,173176001,04/11/2018 01:14:43 PM,04/11/2018 01:15:04 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6820030369,173176001,04/11/2018 01:14:15 PM,04/11/2018 01:14:40 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,,Good for me,,,Takes too long,"""Stop, look, listen""",,,"""Scan, signal, scan"""
6820028773,173176001,04/11/2018 01:13:41 PM,04/11/2018 01:14:05 PM,74.62.204.86,,,,,5,,,Car,,,,,,,,,,stepdad,Fun,,,,,,"""Stop, look, listen""",,,
6820027320,173176001,04/11/2018 01:13:17 PM,04/11/2018 01:13:33 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6820026321,173176001,04/11/2018 01:12:50 PM,04/11/2018 01:13:10 PM,74.62.204.86,,,,,5,,Walking,,,,,,,Parent/Grandparent,,,,,Fun,Healthy,Good for me,,,,,,,"""Scan, signal, scan"""
6820025099,173176001,04/11/2018 01:11:43 PM,04/11/2018 01:12:44 PM,74.62.204.86,,,,,5,,,Car,,,,,,,,,,not specified,Fun,,,,,,"""Stop, look, listen""",,,
6820021942,173176001,04/11/2018 01:11:21 PM,04/11/2018 01:11:38 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6820020966,173176001,04/11/2018 01:10:59 PM,04/11/2018 01:11:16 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,,Good for me,,,,"""Stop, look, listen""",,,
6820019964,173176001,04/11/2018 01:10:28 PM,04/11/2018 01:10:55 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,Tiring,,"""Stop, look, listen""",,,
6820017669,173176001,04/11/2018 01:09:42 PM,04/11/2018 01:10:05 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,,,,Tiring,,,,,"""Scan, signal, scan"""
6820016386,173176001,04/11/2018 01:09:19 PM,04/11/2018 01:09:37 PM,74.62.204.86,,,,,5,,Walking,,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6820015346,173176001,04/11/2018 01:08:56 PM,04/11/2018 01:09:15 PM,74.62.204.86,,,,,5,,,,,,Bike,,,,,,Came alone,,,,Good for me,,,,,,,"""Scan, signal, scan"""
6820014259,173176001,04/11/2018 01:08:32 PM,04/11/2018 01:08:51 PM,74.62.204.86,,,,,5,,Walking,,,,,,,Parent/Grandparent,,,,,Fun,Healthy,Good for me,,,,"""Stop, look, listen""",,,
6820013145,173176001,04/11/2018 01:08:13 PM,04/11/2018 01:08:27 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6820012205,173176001,04/11/2018 01:07:45 PM,04/11/2018 01:08:07 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,,,Scary,,,"""Stop, look, listen""",,,
6820010901,173176001,04/11/2018 01:07:23 PM,04/11/2018 01:07:40 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6820009905,173176001,04/11/2018 01:07:02 PM,04/11/2018 01:07:18 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,,,,,Takes too long,"""Stop, look, listen""",,,
6820008994,173176001,04/11/2018 01:06:38 PM,04/11/2018 01:06:58 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6820007935,173176001,04/11/2018 01:06:19 PM,04/11/2018 01:06:35 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,,,Good for me,,,,"""Stop, look, listen""",,,
6820007060,173176001,04/11/2018 01:05:56 PM,04/11/2018 01:06:15 PM,74.62.204.86,,,,,5,,Walking,,,,,,,,Neighbor,,,,,,,,Tiring,,,,,"""Scan, signal, scan"""
6820005932,173176001,04/11/2018 01:05:27 PM,04/11/2018 01:05:50 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,Fun,Healthy,Good for me,,,,"""Stop, look, listen""",,,
6820003456,173176001,04/11/2018 01:04:35 PM,04/11/2018 01:04:58 PM,74.62.204.86,,,,,5,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6820002207,173176001,04/11/2018 01:04:02 PM,04/11/2018 01:04:31 PM,74.62.204.86,,,,,5,,Walking,,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6820000497,173176001,04/11/2018 01:03:36 PM,04/11/2018 01:03:54 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819999270,173176001,04/11/2018 01:03:06 PM,04/11/2018 01:03:26 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819998036,173176001,04/11/2018 01:02:24 PM,04/11/2018 01:03:00 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,,,,,,"""Stop, look, listen""",,,
6819995835,173176001,04/11/2018 01:01:52 PM,04/11/2018 01:02:15 PM,74.62.204.86,,,,,5,,Walking,,,,,,,,,,Came alone,,,,,Scary,,,"""Stop, look, listen""",,,
6819994516,173176001,04/11/2018 01:01:24 PM,04/11/2018 01:01:47 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,Fun,Healthy,Good for me,,,,"""Stop, look, listen""",,,
6819993188,173176001,04/11/2018 01:00:55 PM,04/11/2018 01:01:19 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6819991803,173176001,04/11/2018 01:00:27 PM,04/11/2018 01:00:48 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819990549,173176001,04/11/2018 01:00:03 PM,04/11/2018 01:00:21 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,,,"""Left, right left again""",
6819989548,173176001,04/11/2018 12:59:29 PM,04/11/2018 12:59:57 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819987908,173176001,04/11/2018 12:58:50 PM,04/11/2018 12:59:23 PM,74.62.204.86,,,,,4,,Walking,,,,,,,,,,,brother,Fun,Healthy,,,,,,,,"""Scan, signal, scan"""
6819986090,173176001,04/11/2018 12:58:25 PM,04/11/2018 12:58:45 PM,74.62.204.86,,,,,4,,Walking,,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819984905,173176001,04/11/2018 12:57:54 PM,04/11/2018 12:58:20 PM,74.62.204.86,,,,,4,,Walking,,,,,,,Parent/Grandparent,,,,,Fun,Healthy,Good for me,,,,"""Stop, look, listen""",,"""Left, right left again""","""Scan, signal, scan"""
6819983432,173176001,04/11/2018 12:57:17 PM,04/11/2018 12:57:48 PM,74.62.204.86,,,,,4,,Walking,,,,,,,Parent/Grandparent,,,,,,Healthy,Good for me,,,,"""Stop, look, listen""",,,"""Scan, signal, scan"""
6819981630,173176001,04/11/2018 12:56:53 PM,04/11/2018 12:57:10 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,,,,
6819980476,173176001,04/11/2018 12:56:16 PM,04/11/2018 12:56:46 PM,74.62.204.86,,,,,4,,Walking,,,,,,,Parent/Grandparent,,,,,Fun,Healthy,,Scary,Tiring,,"""Stop, look, listen""",,,"""Scan, signal, scan"""
6819978773,173176001,04/11/2018 12:55:52 PM,04/11/2018 12:56:10 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,,Good for me,,,,,,,"""Scan, signal, scan"""
6819977746,173176001,04/11/2018 12:55:30 PM,04/11/2018 12:55:47 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,,,,,Takes too long,"""Stop, look, listen""",,,
6819976674,173176001,04/11/2018 12:55:08 PM,04/11/2018 12:55:24 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819975814,173176001,04/11/2018 12:54:09 PM,04/11/2018 12:55:05 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6819972931,173176001,04/11/2018 12:53:26 PM,04/11/2018 12:54:03 PM,74.62.204.86,,,,,4,,Walking,,,,,,,,,,Came alone,,,Healthy,,,Tiring,Takes too long,"""Stop, look, listen""",,,"""Scan, signal, scan"""
6819970884,173176001,04/11/2018 12:52:54 PM,04/11/2018 12:53:18 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,Tiring,,"""Stop, look, listen""",,,
6819969526,173176001,04/11/2018 12:52:26 PM,04/11/2018 12:52:49 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,Good for me,,,,"""Stop, look, listen""",,,
6819968188,173176001,04/11/2018 12:51:49 PM,04/11/2018 12:52:20 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,Fun,Healthy,Good for me,,,,"""Stop, look, listen""",,,"""Scan, signal, scan"""
6819966468,173176001,04/11/2018 12:51:25 PM,04/11/2018 12:51:44 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,,,,,Takes too long,"""Stop, look, listen""",,,"""Scan, signal, scan"""
6819965109,173176001,04/11/2018 12:50:57 PM,04/11/2018 12:51:15 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,,Good for me,,,,"""Stop, look, listen""",,,
6819963829,173176001,04/11/2018 12:50:24 PM,04/11/2018 12:50:49 PM,74.62.204.86,,,,,4,,Walking,Car,,,,,,Parent/Grandparent,,,,,Fun,Healthy,,,,,,"""Always wear a helmet""",,
6819962180,173176001,04/11/2018 12:49:51 PM,04/11/2018 12:50:13 PM,74.62.204.86,,,,,4,,Walking,,,,,,,,,,Came alone,,Fun,Healthy,Good for me,,,,"""Stop, look, listen""",,,
6819960818,173176001,04/11/2018 12:49:23 PM,04/11/2018 12:49:44 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819959565,173176001,04/11/2018 12:48:48 PM,04/11/2018 12:49:16 PM,74.62.204.86,,,,,4,,Walking,,,,,,,,,,Came alone,,,Healthy,,,,,,"""Always wear a helmet""",,
6819957992,173176001,04/11/2018 12:48:13 PM,04/11/2018 12:48:42 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6819956166,173176001,04/11/2018 12:47:39 PM,04/11/2018 12:48:05 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819952176,173176001,04/11/2018 12:46:11 PM,04/11/2018 12:46:42 PM,74.62.204.86,,,,,4,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6819950641,173176001,04/11/2018 12:45:47 PM,04/11/2018 12:46:09 PM,74.62.204.86,,,,,4,,Walking,,,,,,,,,,Came alone,,Fun,,,,,,"""Stop, look, listen""",,,
6819949236,173176001,04/11/2018 12:45:10 PM,04/11/2018 12:45:39 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,,Good for me,,,,,,,
6819947519,173176001,04/11/2018 12:44:33 PM,04/11/2018 12:45:02 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,,Good for me,,,,"""Stop, look, listen""",,,
6819943625,173176001,04/11/2018 12:43:16 PM,04/11/2018 12:44:25 PM,74.62.204.86,,,,,Other (please specify),not specified,,Car,,,,,,Parent/Grandparent,,,,,,,Good for me,,,,,"""Always wear a helmet""",,
6819941964,173176001,04/11/2018 12:42:42 PM,04/11/2018 12:43:05 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,,"""Always wear a helmet""",,
6819940591,173176001,04/11/2018 12:42:13 PM,04/11/2018 12:42:35 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,,,,,Takes too long,"""Stop, look, listen""",,,
6819938953,173176001,04/11/2018 12:41:31 PM,04/11/2018 12:42:00 PM,74.62.204.86,,,,,3,,,,Bus,,,,,Parent/Grandparent,,,,,Fun,,,,,,,,"""Left, right left again""",
6819937451,173176001,04/11/2018 12:41:06 PM,04/11/2018 12:41:28 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819935948,173176001,04/11/2018 12:40:36 PM,04/11/2018 12:40:57 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,,,,,Takes too long,"""Stop, look, listen""",,,
6819934629,173176001,04/11/2018 12:40:03 PM,04/11/2018 12:40:29 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6819933182,173176001,04/11/2018 12:39:26 PM,04/11/2018 12:39:59 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,Fun,Healthy,,,,,"""Stop, look, listen""",,,
6819931370,173176001,04/11/2018 12:38:55 PM,04/11/2018 12:39:20 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819929641,173176001,04/11/2018 12:38:22 PM,04/11/2018 12:38:44 PM,74.62.204.86,,,,,3,,Walking,,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6819922958,173176001,04/11/2018 12:35:54 PM,04/11/2018 12:37:33 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,,,,,Takes too long,"""Stop, look, listen""",,,
6819921280,173176001,04/11/2018 12:35:25 PM,04/11/2018 12:35:48 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,,Healthy,,,,,"""Stop, look, listen""",,,
6819919839,173176001,04/11/2018 12:34:06 PM,04/11/2018 12:35:18 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6819916184,173176001,04/11/2018 12:33:32 PM,04/11/2018 12:33:59 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6819914266,173176001,04/11/2018 12:27:44 PM,04/11/2018 12:33:18 PM,74.62.204.86,,,,,3,,,Car,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
6819896246,173176001,04/11/2018 12:25:56 PM,04/11/2018 12:26:56 PM,74.62.204.86,,,,,3,,Walking,,,,,,,Parent/Grandparent,,,,,Fun,,,,,,"""Stop, look, listen""",,,
